labels, track_id, stationary, pos_x, pos_y, pos_z, dim_x, dim_y, dim_z, yaw, vehicle_state, intended_actions, potential_destination,right turn/left turn/go forward/u turn/lane change not possible/none of the above
Car,13f222fd-065c-4745-b441-44dd25566cbb,dynamic,59.900121492844235,-38.82732237171768,-5.436651494088229,1.86,4.43,1.86,-1.5842175222435348,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,1b4434f1-db4f-4372-87aa-0fe03b4ba498,dynamic,18.9987995151818,37.02021773198874,2.0073111399017005,1.815,4.741,2.193,-2.7733407718745204,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,1e095ea8-494b-438a-9590-aadad8c8f966,dynamic,25.87263872486701,16.981041679144802,0.23273748898699653,1.847,4.2,2.16,-2.7733407718745204,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,2404b21d-9135-40fe-944e-0b9d2e0685bf,dynamic,27.22521300611905,-10.827925521036239,-1.9866047723487237,1.753,4.641,1.781,0.38118673376754664,Stopped,None,None,0.0.0.0.0.1
Car,3166238b-3403-4def-ac85-38b3b575b087,dynamic,23.591490803591,23.39202099141252,0.5093480797702963,1.747,4.2,1.736,-2.8082789634647964,Stopped,None,None,-1.-1.-1.-1.-1.-1
Truck,3815ffa1-aecc-423b-a0a5-fa36569cfe9d,dynamic,12.746745697887839,27.51982375442536,1.7327290269781144,2.27,4.934,3.056,0.2658871032722843,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,392d037a-bb23-4395-96ca-71c7a38d0631,dynamic,6.124608457200047,-4.167507106726198,-1.0997799776692314,1.665,4.124,1.87,-1.5295907516025127,Stopped,None,None,1.0.0.0.0.0
Car,39fa0968-6430-40e5-842f-16be854563e6,dynamic,21.735669705440536,17.422502586119418,0.23992079732378702,1.826,4.494,1.848,-2.7733407718745204,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,44d14800-ec4e-4add-a25b-2be7c1fc5bf0,dynamic,33.62093787062133,-35.55812436646915,-4.339332237002475,1.86,4.468,1.86,-1.591481763402697,Other moving,None,None,-1.-1.-1.-1.-1.-1
Bicyclist,5745115c-5e71-4cac-9fb5-29b95b2c87be,dynamic,45.176074729157904,5.605416846672693,-1.158212941147087,0.734,1.987,1.799,2.4850718400139415,Stopped,None,None,0.0.0.0.0.1
