labels, track_id, stationary, pos_x, pos_y, pos_z, dim_x, dim_y, dim_z, yaw, vehicle_state, intended_actions, potential_destination,right turn/left turn/go forward/u turn/lane change not possible/none of the above
Car,13f222fd-065c-4745-b441-44dd25566cbb,dynamic,61.31082939048538,-38.5363435174349,-4.405224034780967,1.86,4.43,1.86,-1.5853928144654985,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,1b4434f1-db4f-4372-87aa-0fe03b4ba498,dynamic,23.416133931607153,37.29574357329962,1.8459922902336185,1.815,4.741,2.193,-2.771179281124713,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,1e095ea8-494b-438a-9590-aadad8c8f966,dynamic,30.369593228955974,17.293056263869037,0.4425418275317523,1.847,4.2,2.16,-2.7886461344343805,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,3166238b-3403-4def-ac85-38b3b575b087,dynamic,28.045149134364305,23.62796987168791,0.5898042891069625,1.747,4.2,1.736,-2.8061129681052215,Stopped,None,None,-1.-1.-1.-1.-1.-1
Truck,3815ffa1-aecc-423b-a0a5-fa36569cfe9d,dynamic,17.942899743935765,25.296774698320963,1.2869382103821014,2.27,4.934,3.056,0.250599812297082,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,392d037a-bb23-4395-96ca-71c7a38d0631,dynamic,10.724431814573467,-3.9633621058091326,-1.0421777069477989,1.665,4.124,1.87,-1.5338386079203323,Stopped,None,None,1.0.0.0.0.0
Car,39fa0968-6430-40e5-842f-16be854563e6,dynamic,26.20464579274518,17.684878460791904,0.13245438889605143,1.826,4.494,1.848,-2.771179281124713,Stopped,None,None,0.0.0.0.0.1
Car,44d14800-ec4e-4add-a25b-2be7c1fc5bf0,dynamic,35.38741385109802,-35.53347220575548,-4.125210360575223,1.86,4.468,1.86,-1.5975065235130486,Other moving,None,None,-1.-1.-1.-1.-1.-1
Bicyclist,5745115c-5e71-4cac-9fb5-29b95b2c87be,dynamic,49.67225989918808,5.908254203877536,-0.9108577707849848,0.734,1.987,1.799,2.487768477133209,Stopped,None,None,0.0.0.0.0.1
Car,72162541-bcac-4fd4-ae43-e0460b6d4c16,dynamic,43.26957977021077,0.39147608767001507,-1.1598163668060684,1.884,3.788,1.86,-1.5652359550239399,Other moving,None,None,0.0.0.0.0.1
Car,87667b9e-1304-4dab-b772-3b059c00c2b0,dynamic,25.670271583850695,30.21679970229589,1.076528115683085,1.917,5.059,2.113,-2.771179281124713,Stopped,None,None,-1.-1.-1.-1.-1.-1
Car,879140ef-d742-4d2f-b29b-795079245270,dynamic,43.24459421274409,-38.40332410166605,-4.409387875698837,1.86,4.18,1.86,-1.5931455695901733,Other moving,None,None,-1.-1.-1.-1.-1.-1
Pedestrian,8f62a01b-8bfe-4bde-87f7-52bb205d4cb5,dynamic,70.62814804878425,9.080971279737783,-1.8399752112405627,0.879,0.776,1.817,-1.5792848523620684,None,Moving,None,-1.-1.-1.-1.-1.-1
Pedestrian,9abd7efb-f4b6-4a67-b269-188213a22d79,dynamic,42.03844981801501,9.966206060750391,-0.5579110724259944,0.76,1.187,1.842,1.546789742916335,None,Crossing the road,None,0.0.0.0.0.0
Bicyclist,aa9109e4-98ab-407d-bdef-007f21511603,dynamic,46.438685608666475,7.940208657492528,-0.8724337403884586,0.87,1.91,1.701,-2.872004095088666,Other moving,None,None,0.0.0.0.0.1
Car,c5c2bb9d-a801-48d6-9942-ba3b07664b43,dynamic,50.465744381389655,-35.97189054675576,-3.186317513893589,1.86,4.367,1.86,-1.5931455695901733,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,cd1720cb-8b0e-4ef7-9cd6-761768382174,dynamic,5.067879156176215,-37.55612220620609,-3.9327061811125406,1.86,4.18,1.86,-1.5617473113978644,Other moving,None,None,-1.-1.-1.-1.-1.-1
Truck,cd180a7d-646d-43c1-9bb9-b75fa7fbaf64,dynamic,24.285170842275786,-37.45034425656486,-3.8701579857896267,2.285,6.698,2.35,-1.5998082434427998,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,e8395eb0-46b8-4e5b-8d49-4b82cc6d2d0b,dynamic,8.541045452998471,-34.759141443649135,-4.00941008260614,1.86,4.18,1.86,-1.5617473113978644,Other moving,None,None,-1.-1.-1.-1.-1.-1
Car,fa721ea5-e4c2-418f-ac35-606faa8517a0,dynamic,28.527488757842004,-34.911837057982055,-4.25259740061139,1.86,4.18,1.911,-1.5800628333687299,Other moving,None,None,-1.-1.-1.-1.-1.-1
Road_Entrance_Exit,1c23e0f5-74a2-448c-8212-992f8df0e447,dynamic,172.3091517468379,-37.81761216992906,1.652211835730827,1,1,1,-1.5684961038418141,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,2cf22eb9-04a7-4909-8509-a73f803da8ba,dynamic,177.4624530723419,-1.7300984477955867,6.658960162078627,1,1,1,-1.6045093878140997,None,None,None,0.0.0.0.0.0
Road_Entrance_Exit,7572d37d-74f3-40f4-8543-c17eaddc3df1,dynamic,-29.97041129514652,-36.475071303276344,-1.7882248466122044,1,1,1,-1.5987991014008536,None,None,None,-1.-1.-1.-1.-1.-1
